ID,price
1,808.6
2,2974.5
3,973.2583333333333
4,2802.2
5,1073.0
6,11112.0
7,5994.833333333333
8,4392.733333333334
9,2260.9
10,747.0
11,1665.8
12,1532.1
13,4131.266666666666
14,5072.855555555555
15,1154.5666666666666
16,2647.1555555555556
17,2364.475
18,13339.5
19,4524.588888888889
20,5339.2
21,1850.4666666666667
22,1046.5166666666667
23,833.0333333333333
24,1294.8666666666666
25,6416.566666666667
26,3112.4333333333334
27,13022.066666666668
28,1444.1333333333334
29,2410.3
30,1462.7444444444443
31,1247.6
32,715.1333333333333
33,7679.833333333333
34,4995.7
35,7786.55
36,2271.5888888888885
37,6255.433333333333
38,1207.8
39,460.67055555555555
40,1625.7722222222224
41,3070.866666666667
42,9646.0
43,5949.530555555556
44,5335.166666666667
45,791.2333333333333
46,847.3
47,1368.6833333333334
48,724.6666666666666
49,542.1
50,763.0577777777778
51,676.1083333333333
52,3501.9166666666665
53,16681.044444444444
54,789.338888888889
55,11003.066666666668
56,14442.466666666667
57,4488.133333333333
58,1635.075
59,17479.433333333334
60,11876.894444444446
61,657.6622222222223
62,3929.355555555556
63,14170.9
64,12912.7
65,1880.6888888888889
66,9064.011111111113
67,2991.8333333333335
68,1047.6333333333334
69,975.6222222222221
70,1466.3333333333333
71,1320.4952380952382
72,639.3166666666667
73,6377.666666666667
74,626.7833333333333
75,5454.883333333333
76,4749.6
77,1674.5166666666667
78,8759.438888888888
79,3113.4666666666667
80,1275.8333333333333
81,10825.533333333333
82,880.1666666666666
83,5540.6
84,5012.1
85,484.46666666666664
86,4362.605555555556
87,5231.883333333333
88,5150.166666666667
89,6382.133333333333
90,1868.9555555555555
91,15801.166666666666
92,888.2722222222221
93,533.5333333333333
94,603.2055555555555
95,774.2666666666667
96,671.0
97,1584.8177777777778
98,3451.7
99,2381.0666666666666
100,2217.35
101,15687.833333333334
102,1679.4222222222224
103,735.7619047619048
104,4349.566666666667
105,3213.0777777777776
106,5819.3
107,1511.0333333333333
108,12251.661111111112
109,860.6777777777777
110,815.8333333333334
111,3216.9
112,1020.5933333333334
113,805.7516666666667
114,686.1666666666666
115,599.3833333333333
116,9840.733333333334
117,853.6888888888888
118,965.05
119,1065.8666666666666
120,5836.2
121,677.2
122,756.0
123,7832.383333333333
124,1948.8333333333333
125,1400.0833333333333
126,530.9666666666667
127,4970.066666666667
128,4551.575
129,1257.8666666666666
130,821.8333333333334
131,828.9944444444445
132,6061.733333333334
133,1003.5444444444445
134,5966.6
135,16943.2
136,10363.8
137,684.2833333333332
138,1776.1466666666668
139,738.1666666666666
140,772.3833333333333
141,6484.322222222223
142,1425.8333333333333
143,6360.866666666667
144,932.8277777777778
145,3450.75
146,3293.0333333333333
147,5425.6
148,1145.9333333333334
149,6586.666666666667
150,1221.5
151,9971.966666666667
152,4279.613333333333
153,901.5666666666667
154,755.5777777777779
155,817.9627777777777
156,7489.3
157,3512.8333333333335
158,3514.8
159,1021.4266666666666
160,8109.1
161,6520.366666666667
162,598.0166666666667
163,637.2944444444445
164,13706.319444444445
165,9867.808333333332
166,2123.8333333333335
167,586.1860317460317
168,1627.2866666666666
169,4151.2
170,697.0
171,5565.444444444443
172,4823.366666666667
173,8973.907777777778
174,16472.8
175,12515.78888888889
176,6053.452380952381
177,3994.4666666666667
178,802.8333333333334
179,3385.9333333333334
180,2548.0666666666666
181,458.06666666666666
182,1012.6214285714285
183,2101.7
184,2233.4333333333334
185,798.1
186,1161.0733333333333
187,1810.9333333333334
188,2553.161111111111
189,1846.6
190,4905.844444444444
191,4345.55
192,936.9333333333333
193,6027.133333333333
194,14036.0
195,3312.3
196,10930.266666666666
197,3762.4333333333334
198,4666.683333333333
199,4776.355555555556
200,532.9722222222222
201,5373.153333333334
202,543.3333333333334
203,6522.4
204,8507.283333333333
205,1151.2444444444445
206,5006.45
207,5377.033333333334
208,2936.9333333333334
209,5258.844444444445
210,5817.162936507936
211,841.9833333333333
212,2593.4333333333334
213,2224.1666666666665
214,1685.7666666666667
215,17288.725
216,1187.2
217,3149.8
218,468.93333333333334
219,2635.5333333333333
220,1707.45
221,12761.533333333333
222,7086.566666666667
223,537.6
224,1575.7
225,528.5444444444444
226,725.3
227,1013.3
228,2725.3333333333335
229,4627.788888888888
230,2806.0333333333333
231,1626.2333333333333
232,667.5333333333333
233,527.9555555555555
234,2137.4
235,12308.133333333333
236,894.8833333333333
237,713.8
238,4851.166666666667
239,594.4666666666667
240,5218.466666666666
241,2450.9333333333334
242,431.56666666666666
243,17263.866666666665
244,7021.9
245,8270.733333333334
246,4183.433333333333
247,677.4333333333333
248,918.5333333333333
249,1556.5
250,4820.233333333334
251,7273.5
252,10452.861111111113
253,608.42
254,17482.931666666664
255,770.6638888888889
256,17170.933333333334
257,5133.244444444444
258,1692.8333333333333
259,842.3333333333334
260,6683.933333333333
261,1286.8333333333333
262,2307.7
263,932.1
264,8380.372222222222
265,1654.0833333333333
266,578.0666666666667
267,12380.633333333333
268,1838.5666666666666
269,15156.866666666667
270,4678.6
271,6667.166666666667
272,5613.866666666667
273,565.5
274,5846.366666666667
275,883.9555555555556
276,3477.4333333333334
